Sex,Length,Diameter,Height,Whole Weight,Shucked Weight,Viscera Weight,Shell Weight,Rings
I,0.4,0.3,0.1,0.6,0.3,0.2,0.1,5
M,0.3,0.1,0.1,0.1,0.1,0.0,0.0,6
F,0.3,0.2,0.1,0.4,0.2,0.1,0.1,6
I,0.4,0.3,0.1,0.5,0.2,0.1,0.1,8
I,0.6,0.4,0.2,1.2,0.6,0.3,0.3,11
M,0.3,0.3,0.1,0.5,0.2,0.1,0.2,7
I,0.6,0.4,0.2,1.3,0.5,0.3,0.4,10
M,0.5,0.4,0.1,1.0,0.4,0.2,0.3,13
M,0.5,0.4,0.1,0.9,0.3,0.2,0.3,9
F,0.3,0.2,0.1,0.2,0.1,0.1,0.1,9
M,0.4,0.3,0.1,0.3,0.1,0.0,0.2,7
M,0.2,0.2,0.1,0.2,0.1,0.0,0.1,7
I,0.4,0.3,0.2,0.7,0.3,0.1,0.1,8
M,0.4,0.3,0.1,0.7,0.2,0.2,0.2,10
F,0.6,0.5,0.1,1.7,0.7,0.3,0.5,10
F,0.6,0.4,0.2,1.4,0.7,0.3,0.4,7
M,0.5,0.4,0.2,0.9,0.3,0.2,0.3,8
F,0.5,0.4,0.2,1.1,0.4,0.2,0.4,7
I,0.4,0.3,0.1,0.7,0.2,0.2,0.2,11
M,0.5,0.3,0.1,0.7,0.3,0.2,0.2,8
M,0.5,0.4,0.1,0.6,0.3,0.2,0.2,9
M,0.5,0.4,0.2,1.4,0.7,0.3,0.4,8
I,0.4,0.3,0.2,0.8,0.4,0.1,0.2,4
M,0.2,0.2,0.1,0.2,0.1,0.0,0.1,7
F,0.6,0.4,0.2,0.6,0.2,0.2,0.2,13
M,0.5,0.4,0.1,0.8,0.3,0.2,0.2,10
M,0.5,0.4,0.2,1.5,0.6,0.4,0.4,11
I,0.5,0.4,0.2,1.2,0.5,0.3,0.3,9
M,0.2,0.2,0.1,0.2,0.1,0.0,0.1,6
F,0.5,0.4,0.2,0.5,0.2,0.1,0.2,10
F,0.3,0.3,0.1,0.3,0.1,0.0,0.1,10
M,0.6,0.5,0.2,1.8,0.7,0.4,0.6,19
I,0.4,0.3,0.1,0.5,0.3,0.1,0.1,5
M,0.3,0.2,0.1,0.5,0.2,0.1,0.1,10
I,0.5,0.4,0.1,0.7,0.3,0.2,0.2,6
I,0.5,0.4,0.2,1.1,0.5,0.2,0.3,8
I,0.4,0.3,0.1,0.5,0.2,0.1,0.1,4
M,0.5,0.4,0.1,1.1,0.5,0.3,0.3,9
M,0.5,0.4,0.2,0.8,0.3,0.2,0.3,10
M,0.6,0.4,0.2,1.1,0.4,0.2,0.3,14
M,0.5,0.4,0.1,0.8,0.3,0.1,0.3,14
M,0.4,0.3,0.1,0.5,0.2,0.1,0.2,7
F,0.5,0.4,0.2,0.9,0.3,0.2,0.3,9
F,0.2,0.2,0.1,0.1,0.0,0.0,0.0,6
F,0.5,0.4,0.1,0.8,0.4,0.2,0.2,5
I,0.4,0.3,0.1,1.1,0.4,0.2,0.4,7
M,0.2,0.2,0.1,0.1,0.1,0.0,0.1,6
F,0.5,0.4,0.1,1.0,0.4,0.2,0.3,9
M,0.5,0.4,0.1,0.6,0.3,0.1,0.2,8
I,0.5,0.4,0.1,0.6,0.2,0.1,0.2,13
I,0.2,0.2,0.1,0.1,0.1,0.0,0.0,7
M,0.5,0.4,0.1,1.0,0.4,0.3,0.3,8
M,0.5,0.4,0.1,0.7,0.4,0.1,0.2,15
F,0.2,0.1,0.0,0.0,0.0,0.0,0.0,7
M,0.4,0.3,0.2,0.5,0.1,0.1,0.2,8
I,0.5,0.4,0.2,1.1,0.5,0.3,0.3,9
F,0.3,0.2,0.1,0.2,0.1,0.0,0.0,6
M,0.5,0.3,0.1,0.9,0.4,0.2,0.3,9
M,0.5,0.4,0.2,1.4,0.6,0.3,0.4,5
M,0.3,0.3,0.1,0.5,0.1,0.1,0.2,7
I,0.5,0.4,0.2,1.1,0.4,0.2,0.3,16
F,0.5,0.4,0.1,1.0,0.5,0.1,0.3,9
M,0.3,0.2,0.1,0.1,0.1,0.0,0.0,7
F,0.5,0.4,0.2,1.0,0.5,0.2,0.3,8
I,0.5,0.4,0.2,1.2,0.6,0.2,0.3,9
M,0.5,0.4,0.1,1.5,0.6,0.3,0.5,15
F,0.5,0.4,0.2,1.2,0.5,0.2,0.4,9
F,0.7,0.6,0.2,2.4,1.1,0.4,0.7,18
M,0.4,0.3,0.2,0.7,0.3,0.1,0.3,12
F,0.3,0.2,0.1,0.4,0.2,0.1,0.1,7
M,0.6,0.5,0.2,2.0,1.0,0.4,0.5,9
M,0.6,0.5,0.2,2.0,0.9,0.4,0.5,11
F,0.5,0.4,0.2,1.0,0.4,0.2,0.3,7
F,0.4,0.3,0.1,0.4,0.2,0.1,0.1,4
M,0.4,0.4,0.1,0.6,0.3,0.1,0.2,5
M,0.4,0.2,0.1,0.4,0.3,0.1,0.1,5
F,0.4,0.3,0.2,0.3,0.1,0.0,0.1,9
F,0.3,0.2,0.2,0.3,0.1,0.1,0.1,8
M,0.6,0.5,0.2,1.3,0.6,0.3,0.4,11
M,0.4,0.3,0.1,0.5,0.2,0.1,0.1,8
F,0.5,0.4,0.1,0.8,0.4,0.2,0.3,7
F,0.5,0.4,0.1,1.1,0.5,0.2,0.2,11
F,0.3,0.2,0.1,0.3,0.1,0.1,0.1,8
I,0.1,0.1,0.0,0.0,0.0,0.0,0.0,6
I,0.5,0.4,0.1,1.0,0.6,0.2,0.2,7
I,0.5,0.4,0.1,1.4,0.6,0.3,0.3,8
M,0.2,0.1,0.1,0.0,0.0,0.0,0.0,8
F,0.3,0.2,0.1,0.4,0.2,0.1,0.2,8
F,0.4,0.4,0.2,1.0,0.4,0.2,0.3,7
F,0.4,0.3,0.1,0.4,0.2,0.1,0.1,7
M,0.3,0.2,0.1,0.2,0.1,0.1,0.1,7
M,0.5,0.5,0.2,1.1,0.5,0.2,0.3,10
M,0.6,0.4,0.1,1.3,0.6,0.3,0.3,7
M,0.4,0.3,0.1,0.4,0.2,0.1,0.1,4
F,0.3,0.3,0.2,0.6,0.2,0.1,0.3,8
F,0.4,0.3,0.2,0.5,0.2,0.1,0.2,11
I,0.4,0.3,0.1,0.6,0.3,0.1,0.1,9
I,0.6,0.4,0.2,1.2,0.5,0.3,0.3,8
M,0.3,0.2,0.1,0.1,0.0,0.0,0.1,8
I,0.4,0.3,0.1,0.5,0.2,0.1,0.1,8
F,0.5,0.4,0.1,0.4,0.1,0.1,0.1,12
I,0.6,0.4,0.2,1.3,0.4,0.3,0.4,9
I,0.5,0.4,0.2,0.8,0.3,0.2,0.3,16
M,0.5,0.4,0.1,1.3,0.6,0.2,0.4,10
F,0.5,0.4,0.2,0.6,0.3,0.2,0.2,7
I,0.4,0.4,0.1,0.9,0.4,0.2,0.3,9
M,0.4,0.3,0.1,0.4,0.1,0.1,0.1,8
M,0.6,0.5,0.2,1.7,0.6,0.4,0.6,19
M,0.4,0.3,0.1,0.8,0.4,0.1,0.2,8
M,0.5,0.4,0.2,0.9,0.3,0.2,0.2,10
M,0.2,0.1,0.1,0.1,0.1,0.1,0.0,4
M,0.3,0.2,0.1,0.4,0.2,0.1,0.1,5
M,0.6,0.4,0.2,1.1,0.4,0.3,0.3,11
M,0.5,0.4,0.2,0.8,0.3,0.2,0.3,12
M,0.4,0.3,0.1,0.5,0.3,0.1,0.1,5
I,0.5,0.4,0.2,1.1,0.5,0.2,0.3,10
F,0.4,0.3,0.1,0.5,0.2,0.1,0.1,7
M,0.4,0.3,0.1,0.5,0.3,0.1,0.1,7
F,0.5,0.4,0.2,1.1,0.4,0.2,0.4,11
I,0.4,0.3,0.1,0.6,0.2,0.1,0.2,8
I,0.3,0.3,0.1,0.2,0.1,0.1,0.1,5
I,0.4,0.3,0.1,0.6,0.2,0.1,0.2,10
M,0.6,0.5,0.2,1.4,0.7,0.3,0.3,5
F,0.4,0.3,0.1,0.4,0.1,0.1,0.1,7
M,0.5,0.4,0.1,1.0,0.4,0.2,0.3,10
M,0.2,0.1,0.1,0.1,0.0,0.0,0.0,6
I,0.5,0.4,0.2,1.0,0.4,0.2,0.2,6
F,0.5,0.4,0.1,1.0,0.3,0.2,0.3,11
I,0.5,0.4,0.2,0.6,0.3,0.1,0.2,8
I,0.7,0.5,0.2,2.3,1.1,0.5,0.7,17
F,0.5,0.4,0.2,1.3,0.5,0.3,0.4,15
I,0.3,0.2,0.1,0.6,0.2,0.2,0.2,9
F,0.4,0.3,0.1,0.7,0.3,0.2,0.2,11
M,0.5,0.4,0.1,0.7,0.3,0.2,0.2,8
I,0.3,0.3,0.1,0.3,0.1,0.1,0.1,7
M,0.4,0.3,0.1,0.5,0.2,0.1,0.1,9
F,0.3,0.3,0.1,0.3,0.1,0.0,0.2,7
M,0.4,0.3,0.1,0.4,0.3,0.1,0.1,8
M,0.5,0.4,0.1,0.8,0.3,0.1,0.2,10
F,0.3,0.2,0.1,0.4,0.1,0.1,0.1,7
M,0.5,0.4,0.1,0.5,0.3,0.1,0.2,8
F,0.5,0.4,0.1,0.5,0.2,0.1,0.1,8
M,0.3,0.2,0.1,0.3,0.1,0.1,0.1,6
M,0.5,0.4,0.2,1.1,0.5,0.2,0.3,12
M,0.3,0.2,0.1,0.3,0.1,0.1,0.1,8
I,0.5,0.4,0.2,1.0,0.3,0.2,0.3,8
I,0.5,0.3,0.1,1.1,0.4,0.2,0.3,9
F,0.3,0.2,0.1,0.2,0.1,0.1,0.1,5
F,0.5,0.4,0.1,0.8,0.3,0.1,0.3,14
M,0.5,0.4,0.2,1.4,0.6,0.3,0.3,9
M,0.4,0.3,0.1,0.4,0.2,0.1,0.1,5
F,0.4,0.3,0.1,0.2,0.1,0.1,0.1,7
I,0.1,0.1,0.1,0.0,0.0,0.0,0.0,7
M,0.5,0.4,0.1,0.8,0.4,0.2,0.2,5
M,0.5,0.4,0.2,1.1,0.4,0.2,0.4,10
M,0.7,0.5,0.2,2.0,1.0,0.5,0.5,15
M,0.6,0.4,0.2,1.5,0.6,0.3,0.5,14
M,0.5,0.4,0.2,0.9,0.4,0.2,0.3,8
I,0.4,0.4,0.1,1.0,0.4,0.2,0.3,7
M,0.5,0.4,0.1,1.0,0.4,0.2,0.3,10
I,0.3,0.2,0.1,0.3,0.2,0.1,0.0,6
I,0.2,0.2,0.1,0.4,0.2,0.1,0.1,6
M,0.3,0.2,0.1,0.3,0.1,0.0,0.1,8
F,0.5,0.4,0.1,1.2,0.6,0.3,0.3,8
F,0.5,0.4,0.2,0.6,0.3,0.1,0.2,5
M,0.4,0.3,0.1,0.6,0.3,0.1,0.2,7
I,0.1,0.1,0.1,0.1,0.0,0.0,0.0,5
F,0.3,0.2,0.1,0.3,0.1,0.1,0.1,5
I,0.3,0.3,0.1,0.6,0.2,0.2,0.2,7
F,0.5,0.4,0.2,0.7,0.2,0.2,0.3,9
I,0.5,0.4,0.1,1.0,0.5,0.2,0.2,8
F,0.3,0.2,0.1,0.2,0.1,0.0,0.1,11
I,0.2,0.2,0.0,0.2,0.0,0.1,0.1,8
I,0.5,0.4,0.2,0.8,0.4,0.2,0.3,7
M,0.5,0.4,0.2,1.1,0.6,0.2,0.3,8
I,0.5,0.4,0.2,1.2,0.4,0.2,0.4,11
F,0.5,0.4,0.1,0.9,0.4,0.2,0.2,10
F,0.5,0.4,0.1,1.1,0.5,0.2,0.3,10
I,0.5,0.4,0.1,0.6,0.2,0.1,0.2,13
M,0.3,0.2,0.1,0.2,0.1,0.1,0.1,6
M,0.5,0.4,0.2,1.0,0.5,0.2,0.3,9
F,0.6,0.5,0.2,1.4,0.6,0.3,0.3,10
I,0.5,0.4,0.1,1.1,0.5,0.2,0.3,12
F,0.1,0.1,0.1,0.1,0.0,0.0,0.0,7
M,0.2,0.1,0.1,0.1,0.0,0.0,0.0,3
F,0.3,0.2,0.1,0.2,0.1,0.1,0.1,9
F,0.5,0.4,0.2,1.0,0.3,0.1,0.3,15
M,0.3,0.2,0.1,0.1,0.0,0.0,0.0,4
F,0.5,0.4,0.2,0.9,0.5,0.2,0.2,3
F,0.3,0.2,0.1,0.4,0.1,0.1,0.1,8
M,0.5,0.4,0.1,0.7,0.3,0.2,0.2,12
F,0.4,0.3,0.1,0.5,0.2,0.1,0.2,6
M,0.4,0.3,0.1,0.4,0.2,0.2,0.1,9
I,0.6,0.5,0.2,1.4,0.6,0.4,0.5,18
M,0.3,0.2,0.1,0.3,0.1,0.1,0.2,9
I,0.4,0.4,0.1,1.2,0.6,0.2,0.3,6
M,0.4,0.2,0.1,0.6,0.2,0.2,0.2,9
M,0.6,0.5,0.2,1.5,0.7,0.4,0.4,10
I,0.6,0.5,0.2,1.3,0.6,0.3,0.4,11
M,0.6,0.5,0.2,1.6,0.7,0.3,0.4,13
I,0.1,0.1,0.0,0.1,0.0,0.0,0.0,7
I,0.6,0.5,0.2,1.4,0.6,0.3,0.4,12
F,0.6,0.5,0.2,1.3,0.6,0.3,0.4,13
M,0.5,0.4,0.2,0.8,0.4,0.2,0.2,11
I,0.5,0.4,0.2,1.3,0.5,0.3,0.4,12
F,0.5,0.4,0.2,1.0,0.4,0.2,0.3,11
I,0.6,0.5,0.2,1.1,0.5,0.2,0.3,7
I,0.5,0.4,0.2,1.2,0.6,0.3,0.3,9
M,0.7,0.5,0.2,2.0,1.0,0.4,0.6,17
I,0.5,0.4,0.1,0.9,0.4,0.2,0.2,6
I,0.4,0.4,0.1,0.6,0.3,0.1,0.2,9
M,0.4,0.3,0.1,0.2,0.1,0.0,0.1,9
I,0.7,0.5,0.2,2.3,0.9,0.5,0.9,18
F,0.4,0.4,0.1,0.9,0.3,0.2,0.2,8
I,0.6,0.5,0.1,1.3,0.5,0.3,0.4,9
F,0.7,0.5,0.2,2.7,1.3,0.6,0.9,10
F,0.5,0.4,0.2,1.3,0.5,0.3,0.3,7
F,0.5,0.3,0.1,0.6,0.2,0.2,0.3,9
F,0.3,0.3,0.1,0.2,0.1,0.0,0.1,6
M,0.4,0.3,0.1,0.5,0.2,0.1,0.2,5
I,0.5,0.4,0.1,0.9,0.4,0.2,0.3,10
F,0.3,0.3,0.1,0.3,0.1,0.1,0.1,12
F,0.6,0.5,0.2,0.8,0.3,0.2,0.2,9
M,0.4,0.3,0.1,0.8,0.2,0.2,0.2,9
M,0.4,0.3,0.1,0.4,0.3,0.1,0.1,3
I,0.4,0.3,0.1,0.7,0.3,0.1,0.2,6
F,0.5,0.4,0.1,0.7,0.3,0.2,0.3,10
F,0.4,0.3,0.1,0.4,0.1,0.1,0.1,8
M,0.4,0.3,0.1,0.6,0.3,0.1,0.1,9
M,0.4,0.3,0.1,0.3,0.1,0.1,0.1,8
M,0.6,0.4,0.2,1.1,0.4,0.2,0.4,15
F,0.6,0.5,0.2,1.7,0.8,0.4,0.5,10
I,0.6,0.5,0.2,1.1,0.5,0.2,0.3,14
I,0.4,0.3,0.1,0.4,0.2,0.1,0.1,7
M,0.3,0.2,0.1,0.4,0.2,0.1,0.1,7
I,0.3,0.3,0.1,0.3,0.1,0.1,0.1,6
F,0.3,0.2,0.1,0.3,0.2,0.0,0.1,6
F,0.7,0.5,0.2,1.7,0.7,0.4,0.5,10
F,0.5,0.4,0.2,1.0,0.5,0.2,0.3,10
I,0.4,0.4,0.2,0.7,0.3,0.1,0.3,10
F,0.5,0.4,0.1,0.8,0.3,0.1,0.3,11
I,0.5,0.4,0.1,0.7,0.3,0.2,0.3,10
F,0.3,0.3,0.1,0.2,0.1,0.1,0.0,6
I,0.4,0.3,0.1,0.5,0.2,0.1,0.1,10
M,0.4,0.3,0.1,0.8,0.5,0.1,0.2,9
M,0.4,0.3,0.1,0.6,0.3,0.1,0.2,13
M,0.4,0.3,0.1,0.6,0.2,0.1,0.2,10
F,0.4,0.3,0.1,0.5,0.3,0.1,0.1,9
M,0.3,0.3,0.1,1.1,0.5,0.2,0.3,5
M,0.1,0.1,0.1,0.0,0.0,0.0,0.0,8
F,0.3,0.3,0.1,0.2,0.1,0.0,0.2,10
M,0.4,0.3,0.1,0.8,0.3,0.2,0.2,9
F,0.3,0.2,0.1,0.4,0.1,0.0,0.2,14
M,0.4,0.3,0.2,0.6,0.2,0.1,0.3,10
F,0.3,0.2,0.1,0.2,0.0,0.1,0.1,6
I,0.4,0.3,0.1,0.6,0.2,0.2,0.2,9
F,0.4,0.3,0.1,0.7,0.4,0.2,0.2,7
I,0.4,0.3,0.1,0.9,0.4,0.2,0.2,12
F,0.6,0.5,0.1,0.9,0.4,0.2,0.2,10
F,0.3,0.3,0.1,0.4,0.2,0.1,0.1,7
F,0.5,0.4,0.1,0.9,0.4,0.2,0.3,8
F,0.4,0.3,0.1,0.3,0.1,0.0,0.1,10
F,0.5,0.4,0.2,0.9,0.4,0.2,0.2,5
F,0.3,0.2,0.1,0.3,0.2,0.0,0.1,7
I,0.5,0.3,0.1,0.6,0.3,0.2,0.1,6
F,0.5,0.4,0.1,1.0,0.3,0.2,0.3,15
M,0.4,0.3,0.2,0.5,0.3,0.1,0.1,9
F,0.6,0.5,0.2,1.1,0.5,0.3,0.3,16
F,0.4,0.3,0.1,0.5,0.2,0.1,0.2,7
F,0.6,0.5,0.2,1.3,0.5,0.3,0.4,17
I,0.4,0.3,0.1,0.7,0.3,0.1,0.2,8
M,0.5,0.4,0.1,0.9,0.4,0.1,0.3,9
F,0.2,0.1,0.1,0.1,0.1,0.0,0.0,7
I,0.4,0.3,0.1,0.7,0.4,0.1,0.1,9
M,0.5,0.4,0.1,1.0,0.5,0.1,0.3,9
I,0.5,0.3,0.1,0.8,0.3,0.1,0.2,11
M,0.3,0.2,0.1,0.2,0.1,0.0,0.1,4
F,0.5,0.4,0.2,1.4,0.6,0.4,0.5,15
F,0.5,0.4,0.2,1.0,0.4,0.2,0.3,11
M,0.5,0.4,0.1,1.3,0.6,0.3,0.3,6
F,0.4,0.3,0.2,0.5,0.1,0.1,0.2,8
F,0.6,0.5,0.2,1.6,0.6,0.3,0.5,17
F,0.5,0.4,0.2,1.3,0.5,0.2,0.4,10
M,0.5,0.4,0.2,1.3,0.5,0.3,0.4,7
M,0.3,0.2,0.1,0.2,0.2,0.0,0.0,5
M,0.5,0.4,0.1,0.7,0.3,0.1,0.2,7
I,0.4,0.3,0.2,0.7,0.3,0.2,0.2,10
F,0.6,0.4,0.2,1.3,0.5,0.3,0.4,9
I,0.4,0.3,0.1,0.7,0.3,0.2,0.2,7
F,0.4,0.4,0.2,0.7,0.2,0.2,0.2,5
F,0.3,0.2,0.1,0.5,0.2,0.1,0.2,20
I,0.5,0.3,0.1,0.5,0.3,0.1,0.2,7
I,0.6,0.5,0.2,1.7,0.8,0.4,0.4,8
F,0.4,0.3,0.1,0.2,0.1,0.0,0.2,9
M,0.4,0.3,0.1,0.7,0.2,0.1,0.3,11
M,0.5,0.4,0.2,1.5,0.6,0.3,0.4,6
M,0.4,0.3,0.1,0.6,0.3,0.2,0.1,4
F,0.2,0.2,0.1,0.0,0.0,0.0,0.0,7
M,0.5,0.4,0.1,1.0,0.3,0.2,0.3,9
F,0.5,0.4,0.1,0.8,0.3,0.1,0.3,10
F,0.5,0.3,0.1,0.6,0.3,0.1,0.1,10
I,0.4,0.3,0.1,0.8,0.3,0.1,0.2,8
M,0.3,0.3,0.1,0.3,0.1,0.1,0.1,4
M,0.6,0.5,0.2,1.2,0.5,0.2,0.4,13
F,0.4,0.3,0.1,0.7,0.4,0.1,0.2,6
I,0.3,0.2,0.1,0.5,0.2,0.1,0.2,3
F,0.2,0.2,0.1,0.1,0.0,0.0,0.0,8
F,0.5,0.4,0.1,1.1,0.6,0.3,0.2,5
I,0.5,0.4,0.1,0.6,0.2,0.1,0.2,9
M,0.5,0.4,0.2,1.2,0.4,0.2,0.3,7
F,0.6,0.5,0.2,1.7,0.9,0.4,0.4,7
I,0.6,0.5,0.2,1.6,0.7,0.4,0.4,8
F,0.4,0.3,0.1,0.9,0.5,0.2,0.2,7
F,0.5,0.4,0.2,0.7,0.4,0.1,0.2,9
I,0.4,0.3,0.1,0.8,0.4,0.2,0.1,5
F,0.3,0.2,0.1,0.1,0.1,0.1,0.0,6
F,0.3,0.2,0.1,0.1,0.1,0.0,0.0,8
I,0.2,0.1,0.1,0.1,0.1,0.0,0.0,8
I,0.6,0.5,0.2,2.1,1.1,0.4,0.5,17
I,0.6,0.5,0.2,1.9,1.0,0.4,0.5,10
I,0.4,0.3,0.1,0.5,0.2,0.1,0.1,5
I,0.4,0.3,0.1,0.5,0.2,0.1,0.1,7
I,0.5,0.4,0.1,0.7,0.3,0.1,0.2,8
F,0.4,0.3,0.1,0.3,0.1,0.1,0.0,8
M,0.5,0.4,0.2,0.5,0.2,0.1,0.2,11
I,0.4,0.3,0.1,0.7,0.3,0.2,0.2,6
F,0.4,0.3,0.1,0.5,0.3,0.1,0.2,7
M,0.6,0.5,0.2,1.4,0.5,0.3,0.3,9
I,0.5,0.4,0.1,0.5,0.2,0.1,0.2,5
M,0.5,0.4,0.1,0.8,0.4,0.1,0.3,7
I,0.6,0.5,0.2,1.5,0.7,0.3,0.4,9
F,0.5,0.4,0.2,0.5,0.2,0.1,0.2,7
I,0.5,0.4,0.1,1.1,0.5,0.2,0.3,8
M,0.2,0.1,0.1,0.1,0.0,0.0,0.0,6
F,0.6,0.5,0.2,1.4,0.7,0.3,0.4,9
F,0.4,0.3,0.1,0.4,0.2,0.1,0.2,5
I,0.6,0.5,0.2,1.8,0.9,0.4,0.4,13
I,0.5,0.4,0.1,0.6,0.3,0.1,0.2,9
F,0.5,0.4,0.1,0.8,0.3,0.2,0.3,7
M,0.4,0.3,0.1,0.4,0.2,0.1,0.1,8
F,0.4,0.3,0.1,0.6,0.3,0.0,0.2,10
F,0.6,0.4,0.2,0.9,0.3,0.2,0.3,8
M,0.4,0.3,0.1,0.6,0.2,0.1,0.2,7
I,0.6,0.4,0.2,1.3,0.6,0.3,0.2,11
I,0.6,0.5,0.2,1.7,0.8,0.4,0.4,14
I,0.4,0.4,0.1,0.8,0.4,0.1,0.2,8
F,0.5,0.4,0.2,1.1,0.5,0.2,0.3,17
M,0.4,0.3,0.1,0.3,0.2,0.0,0.1,3
M,0.6,0.5,0.2,1.6,0.5,0.4,0.6,16
F,0.5,0.4,0.2,0.7,0.3,0.1,0.2,11
F,0.4,0.3,0.2,0.8,0.4,0.2,0.2,10
I,0.7,0.5,0.2,2.2,0.9,0.5,0.8,16
I,0.4,0.3,0.1,0.5,0.2,0.2,0.2,9
M,0.6,0.5,0.2,1.6,0.7,0.4,0.4,11
F,0.6,0.5,0.2,1.7,0.7,0.4,0.4,19
F,0.5,0.4,0.1,0.6,0.3,0.1,0.1,8
M,0.3,0.2,0.1,0.2,0.1,0.0,0.1,8
F,0.5,0.4,0.2,1.0,0.5,0.2,0.2,8
F,0.4,0.3,0.1,0.5,0.2,0.1,0.1,7
M,0.5,0.4,0.2,1.2,0.6,0.3,0.3,9
F,0.4,0.3,0.1,0.4,0.2,0.1,0.2,6
F,0.6,0.5,0.2,1.4,0.6,0.3,0.4,14
I,0.1,0.1,0.1,0.2,0.1,0.1,0.0,4
F,0.6,0.5,0.2,1.9,0.7,0.4,0.5,14
I,0.5,0.4,0.2,1.3,0.6,0.3,0.3,8
I,0.6,0.5,0.2,1.6,0.7,0.3,0.5,20
F,0.6,0.5,0.2,1.4,0.6,0.3,0.4,11
M,0.5,0.4,0.2,1.2,0.6,0.3,0.4,8
M,0.4,0.3,0.1,0.7,0.2,0.2,0.3,9
I,0.6,0.5,0.2,1.8,0.8,0.4,0.5,9
F,0.5,0.4,0.2,1.5,0.8,0.3,0.4,10
F,0.6,0.4,0.2,1.4,0.6,0.3,0.4,7
M,0.6,0.5,0.2,1.4,0.6,0.3,0.4,10
F,0.2,0.1,0.1,0.1,0.0,0.0,0.0,6
I,0.5,0.4,0.2,1.1,0.4,0.2,0.3,12
M,0.6,0.4,0.2,1.3,0.6,0.2,0.3,7
F,0.3,0.2,0.1,0.1,0.0,0.0,0.1,9
M,0.7,0.5,0.2,2.3,1.2,0.5,0.6,16
M,0.2,0.2,0.1,0.2,0.1,0.1,0.0,4
F,0.5,0.4,0.2,1.3,0.6,0.3,0.3,6
F,0.4,0.4,0.2,0.4,0.2,0.1,0.1,7
M,0.3,0.2,0.1,0.3,0.2,0.0,0.1,8
M,0.2,0.1,0.1,0.2,0.1,0.1,0.0,2
M,0.5,0.4,0.2,1.0,0.4,0.3,0.3,10
I,0.5,0.3,0.1,1.1,0.5,0.2,0.3,6
I,0.6,0.5,0.2,1.7,0.9,0.4,0.5,13
I,0.6,0.5,0.2,1.1,0.5,0.2,0.3,8
M,0.2,0.1,0.1,0.2,0.1,0.1,0.0,6
M,0.4,0.3,0.1,0.5,0.2,0.2,0.2,13
M,0.5,0.4,0.1,0.8,0.4,0.2,0.2,8
I,0.3,0.3,0.1,0.5,0.2,0.2,0.1,10
I,0.4,0.4,0.2,0.8,0.4,0.2,0.2,7
I,0.4,0.3,0.1,0.4,0.1,0.2,0.2,13
M,0.4,0.3,0.1,0.9,0.3,0.2,0.3,11
M,0.6,0.5,0.2,1.1,0.5,0.2,0.3,8
F,0.3,0.2,0.1,0.4,0.1,0.1,0.1,9
I,0.6,0.5,0.2,1.3,0.7,0.3,0.3,5
M,0.2,0.2,0.1,0.1,0.0,0.0,0.0,5
M,0.4,0.3,0.1,0.4,0.2,0.1,0.1,7
I,0.6,0.5,0.2,1.7,0.7,0.4,0.5,12
F,0.4,0.4,0.1,0.4,0.1,0.1,0.1,8
I,0.4,0.4,0.2,0.8,0.3,0.1,0.2,12
M,0.4,0.4,0.1,1.0,0.3,0.3,0.3,9
M,0.5,0.4,0.1,0.9,0.3,0.2,0.3,10
I,0.5,0.4,0.1,0.8,0.3,0.1,0.2,13
I,0.2,0.2,0.1,0.1,0.1,0.0,0.0,4
I,0.4,0.3,0.1,0.6,0.2,0.1,0.2,8
F,0.5,0.4,0.2,0.7,0.3,0.2,0.2,6
M,0.5,0.4,0.2,1.2,0.4,0.2,0.4,16
I,0.4,0.3,0.2,0.4,0.2,0.1,0.1,7
M,0.5,0.4,0.2,1.3,0.5,0.2,0.4,12
I,0.6,0.5,0.2,1.0,0.4,0.2,0.3,9
F,0.4,0.3,0.1,0.7,0.3,0.2,0.2,10
I,0.6,0.5,0.2,1.9,0.8,0.4,0.5,11
F,0.1,0.1,0.0,0.1,0.0,0.0,0.0,4
I,0.6,0.5,0.1,1.2,0.6,0.3,0.3,15
I,0.3,0.2,0.1,0.1,0.1,0.0,0.0,5
I,0.1,0.1,0.1,0.0,0.0,0.0,0.0,5
I,0.3,0.2,0.1,0.3,0.1,0.1,0.1,10
F,0.4,0.3,0.1,0.6,0.3,0.2,0.2,8
I,0.5,0.4,0.1,1.1,0.4,0.2,0.3,8
M,0.5,0.4,0.2,0.7,0.2,0.1,0.3,15
F,0.2,0.1,0.0,0.0,0.0,0.0,0.0,1
I,0.6,0.4,0.1,1.1,0.5,0.2,0.2,8
M,0.6,0.4,0.2,1.1,0.5,0.2,0.3,9
F,0.4,0.3,0.1,0.7,0.2,0.1,0.3,10
M,0.1,0.1,0.1,0.0,0.0,0.0,0.0,8
I,0.4,0.3,0.1,0.8,0.3,0.2,0.2,8
M,0.5,0.4,0.1,0.9,0.4,0.2,0.2,12
M,0.5,0.4,0.2,1.0,0.5,0.2,0.2,5
F,0.4,0.4,0.1,0.9,0.3,0.2,0.3,12
M,0.6,0.5,0.2,1.4,0.5,0.4,0.4,10
M,0.5,0.4,0.2,1.4,0.7,0.3,0.3,11
F,0.5,0.4,0.2,1.3,0.6,0.3,0.4,10
M,0.5,0.4,0.1,0.9,0.4,0.1,0.3,6
